TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,Urban_rural_code,R_birth_2018,R_death_2018,POVALL_2018,MEDHHINC_2018,Employed_2018,Unemployed_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),anycondition_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,Obesity_number
7060,1065,1125,704,912,773,806,847,540,288,6864,11,48,32,17,88,6,12.8,10.2,624,61219,3723,108,110.3,192.6,181.6,0.181107372,2048,364,354,547,152,1567
23864,3976,4258,3039,2901,2523,2484,2333,1495,855,22558,228,376,191,95,416,5,16.3,7.8,3046,51804,11488,262,93.3,192.6,181.6,0.612173699,6820,1184,1185,1910,518,5327
852,97,139,96,109,104,95,109,59,44,786,10,28,9,2,17,6,6.9,3.5,132,48471,393,12,87.3,192.6,181.6,0.021856017,294,63,61,99,26,229
8758,696,885,879,919,946,1353,1451,1065,564,8194,59,213,64,19,209,6,8.5,11.7,1242,46417,2728,197,83.6,192.6,181.6,0.22466549,3649,728,668,1020,278,2555
4280,387,428,329,409,453,619,861,570,224,4107,24,37,15,2,95,6,10.2,8.1,625,47682,2102,88,85.9,192.6,181.6,0.109793137,1477,365,337,518,144,1047
27259,4190,3434,5276,3617,2579,3007,2697,1657,802,23870,927,458,853,110,1041,5,17.3,6.7,3435,49344,11044,372,88.9,192.6,181.6,0.699264283,7817,1367,1406,2163,600,6579
13726,2191,2593,1557,1567,1621,1501,1363,849,484,13310,39,135,30,7,205,4,14.6,7.4,1194,58170,6772,148,104.8,192.6,181.6,0.352107618,3275,658,664,968,275,2579
13168,1691,2066,1612,1548,1563,1586,1598,1030,474,12653,106,137,45,54,173,5,13.7,7.3,1940,51155,7592,189,92.1,192.6,181.6,0.337793466,4103,761,739,1125,313,3207
17634,2133,2284,1783,1861,1868,2480,2579,1790,856,16763,47,212,191,28,393,3,11.4,10.8,2338,49857,7862,279,89.8,192.6,181.6,0.452357987,5709,1248,1241,1855,504,4218
15196,2250,2325,1800,1728,1678,1822,1740,1200,653,14310,92,319,126,38,311,6,13.6,8.2,2071,51302,7910,195,92.4,192.6,181.6,0.389816943,4598,908,882,1401,378,3615
16513,1719,1869,1453,1578,1602,2211,2954,2104,1023,15411,85,520,103,11,383,6,9.2,10.0,2587,40569,6125,301,73.1,192.6,181.6,0.42360142,5278,1409,1272,1884,542,3632
29439,5355,5493,3361,3952,3357,3065,2678,1460,718,28184,132,394,197,36,496,4,16.3,5.4,2657,61927,13183,305,111.5,192.6,181.6,0.755186956,8032,1171,1223,1855,517,6673
24015,4106,3876,3007,3233,2650,2718,2359,1403,663,22718,191,538,140,48,380,5,16.1,6.4,2974,54020,11659,304,97.3,192.6,181.6,0.616047242,7079,1248,1299,2032,541,5668
161505,19833,20431,19298,20174,19116,20914,21447,13886,6406,152660,686,2176,1552,220,4211,4,11.2,9.0,16417,56188,75065,2700,101.2,192.6,181.6,4.143023518,49730,9147,8761,13685,3797,37030
40134,4313,5932,10247,4592,3745,3829,3992,2293,1191,36960,468,354,1074,67,1211,5,11.0,5.3,4737,49538,19769,498,89.2,192.6,181.6,1.029541537,10945,1740,1715,2564,780,9070
7961,789,829,624,825,668,1068,1485,1140,533,7637,28,100,33,3,160,6,9.6,11.8,1154,44248,3354,157,79.7,192.6,181.6,0.204220366,2928,694,618,960,271,2233
3861,454,495,326,370,340,529,637,459,251,3360,20,248,78,8,147,6,8.8,9.3,542,44911,1547,90,80.9,192.6,181.6,0.099044697,1484,323,297,446,126,1013
5360,799,910,617,678,662,625,573,317,179,5067,25,92,35,9,132,5,12.7,5.0,731,50464,2646,92,90.9,192.6,181.6,0.137497948,1712,300,305,486,127,1235
39304,6228,7332,13373,3409,2672,2358,2100,1172,660,37394,294,199,544,131,742,5,27.6,3.2,9232,41827,21304,374,75.3,192.6,181.6,1.008249877,9498,1280,1491,2002,613,8076
20825,3383,3047,2722,2399,2224,2425,2270,1463,892,19660,164,475,122,12,392,5,15.0,8.1,2577,53447,10753,278,96.3,192.6,181.6,0.534215441,6749,1235,1201,1967,531,4804
40408,4754,4839,5408,4866,4576,5142,5248,3396,2179,36306,200,2426,340,49,1087,4,11.8,11.4,5223,54476,20474,579,98.1,192.6,181.6,1.03657035,14293,2469,2419,3764,1036,10698
4488,639,740,374,490,474,527,610,391,243,4375,19,24,30,3,37,6,11.5,7.6,502,52602,2288,51,94.7,192.6,181.6,0.115128879,1447,278,267,401,111,1020
11693,1561,1755,1360,1288,1338,1533,1477,924,457,10742,111,519,88,23,210,3,12.2,7.4,1692,48192,5252,196,86.8,192.6,181.6,0.299955878,4248,801,811,1279,330,3158
23551,3243,3479,2647,2655,2770,2974,2743,2060,980,22167,107,416,240,24,597,5,13.0,9.0,2988,51835,11122,413,93.4,192.6,181.6,0.604144434,8250,1421,1411,2181,598,6378
7768,1355,1282,947,852,750,907,893,526,256,7164,89,291,41,17,166,6,14.8,7.1,1056,51921,3972,118,93.5,192.6,181.6,0.199269414,2321,432,423,684,185,1837
12796,1483,1368,1405,1329,1370,1823,2085,1286,647,12026,74,232,89,22,353,6,11.2,14.0,2371,36085,4777,291,65.0,192.6,181.6,0.328250698,4646,998,1008,1448,395,3223
11640,1584,1535,1261,1703,1938,1449,1347,596,227,11248,45,103,72,20,152,5,12.4,3.3,888,68749,6263,144,123.8,192.6,181.6,0.29859629,3035,487,470,807,221,2510
86081,13097,12659,11334,11834,9586,9551,8919,5852,3249,80867,649,1148,1485,261,1671,5,14.4,8.7,11547,51594,39651,1096,92.9,192.6,181.6,2.20820165,25128,4301,4360,7264,1918,18784
11041,1062,1093,920,1288,1319,1467,2257,1219,416,10565,48,133,71,12,212,6,9.2,7.0,921,60285,5113,200,108.6,192.6,181.6,0.283230381,3510,693,627,1022,284,2531
10161,1161,1375,944,961,1096,1268,1591,1167,598,9593,52,172,101,15,228,6,11.0,9.4,1537,43402,4440,192,78.2,192.6,181.6,0.260656091,3942,823,781,1220,331,2805
65691,8179,8066,7653,7948,7179,8886,8332,5355,4093,60984,2538,187,649,21,1312,5,12.0,12.8,7803,55174,31616,1277,84.8,284.4,240.5,0.964142522,23949,4057,4398,5666,1623,17208
6060,788,716,573,600,640,929,926,570,318,3904,1959,28,18,10,141,4,11.6,14.2,1650,35249,1982,171,54.2,284.4,240.5,0.088942225,2692,523,596,832,220,1977
16630,1649,1931,2056,2295,2072,2390,2174,1274,789,15111,1023,113,134,4,245,2,8.7,10.2,2075,54800,7582,347,84.2,284.4,240.5,0.244077425,6248,1050,1190,1511,427,4715
53577,6407,8382,6312,6018,7211,7569,5847,3926,1905,49523,1509,416,822,51,1256,3,10.5,7.0,4909,74507,24950,1523,114.5,284.4,240.5,0.786346134,17040,2836,3209,4300,1195,13096
6556,580,585,1233,1143,917,837,629,392,240,5156,1234,84,22,2,58,6,9.4,9.1,674,55327,2818,78,85.0,284.4,240.5,0.096221984,2587,359,419,547,149,1958
32993,3630,4124,3610,3588,3770,4621,4550,3019,2081,31697,327,156,334,15,464,5,10.1,11.6,3751,56099,16519,871,86.2,284.4,240.5,0.484236109,12280,2170,2343,3067,868,8889
4802,518,566,458,461,573,740,675,500,311,4728,20,13,13,1,27,2,9.3,13.1,520,56099,2215,125,86.2,284.4,240.5,0.070478641,1827,350,386,468,134,1292
14312,1463,1600,1405,1486,1591,1971,2248,1602,946,13796,153,64,78,3,218,6,9.5,13.5,1598,51963,7190,335,79.9,284.4,240.5,0.21005629,5604,1025,1089,1400,398,3958
12260,1572,1601,1430,1510,1504,1662,1465,907,609,11332,583,85,81,17,162,6,13.6,10.9,1448,52486,5885,277,80.7,284.4,240.5,0.17993922,4553,780,906,1133,315,3410
209983,22315,31427,50502,26162,20759,20904,20310,10757,6847,151084,28477,763,23314,210,6135,4,11.0,6.6,37121,53251,101016,4653,81.8,284.4,240.5,3.081906793,62310,9177,10215,14748,4186,47583
32661,3436,3815,3915,3964,3967,4712,4266,2735,1851,31466,537,87,204,14,353,5,9.7,11.8,3882,52936,14052,785,81.4,284.4,240.5,0.479363366,13118,2172,2503,2990,855,9300
15596,1914,1964,1661,1817,1828,2226,2045,1355,786,15246,73,41,65,4,167,6,11.0,12.9,1702,54092,7373,402,83.1,284.4,240.5,0.228901475,5795,1004,1149,1394,396,3954
13253,1649,1646,1518,1468,1520,1823,1781,1142,706,12906,70,33,114,0,130,6,11.8,13.3,1865,45427,6260,351,69.8,284.4,240.5,0.194513416,4945,889,1016,1224,349,3554
37639,4305,4425,4592,5083,4593,5577,4614,2681,1769,35405,1394,139,205,24,472,2,10.4,10.2,2924,66597,19650,728,102.4,284.4,240.5,0.552425148,12925,2090,2380,2952,857,10064
50885,5007,6598,9746,6127,5349,6100,6058,3538,2362,47219,2042,129,534,104,857,5,9.6,9.6,9554,47291,23024,1171,72.7,284.4,240.5,0.746835826,18525,3108,3629,4444,1283,13505
5180493,627602,623977,769628,783596,657620,652618,554495,316057,194900,3391043,1236170,38253,408151,3873,103003,1,12.3,8.4,701869,63347,2506103,105409,97.4,284.4,240.5,76.03375781,1586911,242072,256526,436733,123364,1215246
18807,2054,2068,2365,2493,2357,2619,2392,1510,949,17429,974,70,116,9,209,6,11.0,12.6,2052,52313,8307,470,80.4,284.4,240.5,0.276029112,6884,1177,1351,1647,475,5107
10808,1305,1298,1156,1266,1277,1541,1521,864,580,10540,54,20,67,13,114,5,11.4,10.2,1248,60572,5834,246,93.1,284.4,240.5,0.158628311,3997,718,821,983,279,2768
104143,12115,15441,22520,12642,10987,11847,9829,5528,3234,90149,8391,479,2944,88,2092,2,10.2,6.9,12877,63274,53047,2440,97.3,284.4,240.5,1.528500017,31419,4633,5393,6990,2055,26029
15769,1732,1967,1712,1851,1919,2347,2168,1337,736,15303,137,41,73,8,207,4,9.9,13.5,1707,55300,7197,385,85.0,284.4,240.5,0.231440584,5780,971,1111,1382,389,4291
19479,2549,2737,2222,2371,2230,2505,2393,1464,1008,18918,122,69,135,0,235,6,12.2,9.2,1764,56976,9793,419,87.6,284.4,240.5,0.285892012,6778,1211,1406,1668,483,5004
928589,112199,121163,115315,122287,119245,132467,110657,60860,34396,739711,48753,3679,117174,507,18765,2,11.2,7.1,60169,93540,492726,15924,143.8,284.4,240.5,13.62884018,238307,39688,40499,62696,18307,181663
17360,1833,2062,1832,1984,2097,2440,2471,1631,1010,16982,114,43,63,5,153,6,10.0,13.0,2297,51577,8770,430,79.3,284.4,240.5,0.254791588,6564,1165,1306,1590,458,4740
6392,738,816,655,676,771,882,903,579,372,6225,34,33,25,0,75,6,11.0,9.8,701,51280,2653,126,78.8,284.4,240.5,0.093814967,2359,408,454,560,162,1755
34208,4556,4265,4303,4206,3666,4847,4197,2568,1600,33331,196,92,270,9,310,5,12.7,10.0,3277,60773,18403,716,93.4,284.4,240.5,0.502068584,10820,1919,2179,2652,779,8197
21416,2429,2571,2754,2618,2681,2864,2642,1731,1126,20051,963,62,78,5,257,6,11.7,9.9,2924,47484,9291,519,73.0,284.4,240.5,0.314321235,8312,1531,1805,2104,596,6117
13264,1590,1740,1530,1516,1530,1853,1724,974,807,12812,145,50,66,5,186,4,12.1,13.6,1248,55357,6029,305,85.1,284.4,240.5,0.194674863,4937,857,969,1157,339,3498
38701,4642,4734,4325,4360,4735,5305,5051,3612,1937,37602,235,160,157,6,541,6,11.8,13.4,7358,42071,16016,1049,64.7,284.4,240.5,0.568012052,15821,2802,3261,3921,1097,11404
34844,3600,3993,4115,4339,4414,4768,4614,3055,1946,32735,1392,233,119,4,361,5,9.9,12.9,4559,51258,14273,951,78.8,284.4,240.5,0.511403115,13943,2429,2771,3321,962,9504
5058,544,602,502,563,635,699,678,571,264,4904,34,23,12,0,85,6,8.9,15.2,1029,43330,2294,140,66.6,284.4,240.5,0.074235936,2069,404,463,547,155,1502
13044,1447,1574,1512,1451,1629,1911,1747,1104,669,12681,176,37,35,2,113,6,9.9,12.7,1772,47314,5720,295,72.7,284.4,240.5,0.191445937,4959,879,1026,1220,342,3564
50972,6666,7428,6063,6951,6762,6927,5386,3215,1574,48744,908,178,448,26,668,2,11.6,8.1,2991,79348,24072,1183,122.0,284.4,240.5,0.748112719,15786,2341,2689,3508,989,12563
8163,925,1025,847,923,934,1102,1134,795,478,7956,56,36,30,1,84,6,10.6,13.3,990,53028,4297,196,81.5,284.4,240.5,0.119807818,2885,537,595,727,213,2083
17844,1972,2099,1803,1955,1928,2539,2638,1780,1130,17386,109,69,76,16,188,5,9.8,11.3,1955,53553,8069,400,82.3,284.4,240.5,0.261895224,6517,1252,1340,1663,486,4473
3910,352,432,351,389,460,606,640,463,217,3785,21,29,18,5,52,6,9.4,17.6,778,41713,1238,105,64.1,284.4,240.5,0.057386815,1643,339,382,451,127,1162
6709,666,665,657,648,716,1069,1099,740,449,6550,25,20,30,5,79,5,10.1,13.3,748,53632,3481,183,82.4,284.4,240.5,0.098467555,2741,494,540,668,191,2005
49090,5769,6275,5139,5648,5916,6810,6658,4352,2523,46934,954,157,237,15,793,3,10.5,11.5,5558,58042,23824,1259,89.2,284.4,240.5,0.720490728,17991,3033,3349,4195,1221,12654
27604,3088,3489,2904,2983,3167,3872,3861,2574,1666,26629,311,102,155,9,398,6,11.3,12.1,2669,55247,13749,645,84.9,284.4,240.5,0.405142107,11004,1954,2162,2669,761,7899
57419,5983,7352,13818,6413,5516,6072,6235,3663,2367,44480,8747,310,2174,49,1659,4,10.6,8.2,13868,41445,26847,1290,63.7,284.4,240.5,0.842734917,20436,3256,3677,4917,1425,14741
9611,1179,1229,1017,1087,1094,1437,1293,757,518,9456,29,20,31,2,73,6,11.6,10.2,972,54552,4389,228,83.8,284.4,240.5,0.14106002,3453,611,691,831,239,2539
37820,4772,4370,4661,4662,4617,4943,4864,3109,1822,33070,3382,131,455,14,768,5,12.4,11.4,5811,47425,16723,938,72.9,284.4,240.5,0.555081673,14933,2487,2872,3565,1005,11249
21847,2284,2762,2612,2434,2550,3286,2985,1808,1126,21144,168,80,164,7,284,2,9.5,9.5,1864,59117,10473,534,90.9,284.4,240.5,0.320646994,7884,1325,1491,1855,530,5792
21366,2005,2403,1859,2037,2274,2995,3670,2733,1390,20784,147,70,123,12,230,6,7.0,11.9,1656,56832,10501,482,87.3,284.4,240.5,0.313587388,7862,1596,1629,2128,610,5552
12456,1216,1379,1569,1473,1552,1735,1675,1244,613,11335,883,47,37,4,150,6,8.9,11.1,1364,53884,3780,320,82.8,284.4,240.5,0.182815899,4872,880,1004,1220,345,3645
534216,70236,79870,65795,68016,73657,72787,56060,31744,16051,462388,32062,5522,23376,432,10436,2,12.2,6.5,45180,79834,260449,13452,122.7,284.4,240.5,7.840653383,161671,23918,26611,40331,11138,125037
110024,13095,15689,15423,12917,12868,14522,12880,7740,4890,89576,16525,477,1177,52,2217,4,11.8,10.7,16873,53884,52888,3032,82.8,284.4,240.5,1.614815071,43352,6373,7175,9805,2690,30430
127915,18857,20836,14173,19634,20295,15238,10448,5865,2569,110479,9855,691,4140,86,2664,2,12.2,4.4,5332,93345,65281,2380,143.5,284.4,240.5,1.877400111,38923,4397,5047,7681,2066,30654
50112,5396,5857,6544,5742,5622,6596,6862,4579,2914,43885,4116,211,530,18,1352,5,11.0,11.6,7558,44553,21020,1183,68.5,284.4,240.5,0.735490555,20089,3604,3980,5007,1435,14902
700832,85640,104899,89983,82253,92591,101384,78455,42089,23538,568343,52393,6060,58067,691,15278,2,10.6,6.7,54353,87336,361302,17099,134.2,284.4,240.5,10.28606555,197045,30857,32426,50762,13964,145753
109430,12412,13552,12969,13213,12697,15946,14534,8446,5661,103308,3105,429,1028,36,1524,5,11.1,11.1,14384,54063,52968,3262,83.1,284.4,240.5,1.606096971,43207,6846,7802,9858,2774,30912
15765,1627,1614,2402,2227,2111,2021,1832,1175,756,13857,1588,67,77,6,170,6,9.2,13.4,2326,43767,5629,352,67.3,284.4,240.5,0.231381877,6406,1018,1213,1474,413,4756
34223,3602,3827,4064,4283,4196,5033,4604,2815,1799,31369,1904,125,289,17,519,5,9.5,11.8,3148,54915,17043,788,84.4,284.4,240.5,0.502288738,12494,2173,2411,3071,873,9262
35761,4016,4417,4441,4340,4122,5022,4646,2765,1992,33234,1497,99,361,5,565,5,10.6,10.4,4220,59323,15876,734,91.2,284.4,240.5,0.524861864,13278,2271,2611,3194,908,9803
28925,2998,3479,4106,3985,3483,3715,3485,2128,1546,25737,2397,107,222,6,456,5,9.8,10.6,2706,52959,12246,606,81.4,284.4,240.5,0.424530338,10519,1670,1899,2382,688,7838
29955,2738,4299,6554,3177,2826,3241,3500,2157,1463,26935,1671,116,713,5,515,5,8.4,9.8,5821,42887,12675,684,65.9,284.4,240.5,0.439647581,10463,1709,1911,2394,716,8048
308570,36145,43877,35735,37085,41697,48575,36173,19862,9421,287376,5315,1558,9178,158,4985,2,9.9,7.0,18136,86268,160050,5799,132.6,284.4,240.5,4.528861761,95299,14123,15989,21851,6106,75812
172828,20230,25310,33462,21721,19572,20227,17209,9420,5677,144549,14147,509,9359,91,4173,4,11.2,7.0,23366,67087,84209,3680,103.1,284.4,240.5,2.536585282,50324,7429,8247,11180,3312,38808
104712,12840,13049,13050,11956,11797,13514,14079,8744,5683,81657,18339,278,1245,53,3140,4,12.1,11.2,17557,50684,47166,2795,77.9,284.4,240.5,1.536851193,38323,6677,7365,10017,2780,27650
45313,4915,5739,4922,5299,5400,6548,6375,3729,2386,43991,445,168,175,15,519,2,10.2,12.6,5740,53409,21934,1132,82.1,284.4,240.5,0.665055945,16090,2923,3341,4045,1160,11842
264461,31217,32601,33282,34517,31922,36907,33073,19241,11701,231938,23274,885,2729,168,5467,2,11.1,10.7,35925,60121,128495,6080,92.4,284.4,240.5,3.881476845,96548,14817,17053,22006,6269,69453
37620,4852,4611,4429,4258,4241,5115,4947,3138,2029,34861,1611,134,256,10,748,5,12.8,11.0,7154,46096,16899,879,70.8,284.4,240.5,0.552146286,13965,2600,2976,3586,1029,9704
11534,1223,1292,1236,1188,1299,1683,1697,1182,734,11195,89,46,56,2,146,3,9.4,12.1,1066,57422,5224,286,88.3,284.4,240.5,0.169283766,4495,807,876,1098,314,3268
13565,1460,1643,1428,1456,1611,1956,1900,1320,791,13204,94,54,60,1,152,6,9.5,12.7,1948,48764,5939,379,74.9,284.4,240.5,0.19909262,5225,995,1126,1352,384,3675
14080,1603,1775,1422,1497,1784,2019,1832,1237,911,12740,838,73,88,2,339,5,10.2,12.1,2377,43783,5345,403,67.3,284.4,240.5,0.206651241,5427,1029,1171,1446,409,3873
12288,1386,1563,1288,1471,1431,1847,1681,1025,596,11905,112,41,47,3,180,4,10.1,11.1,1092,74872,6421,268,115.1,284.4,240.5,0.180350174,4283,712,796,1001,287,3125
15601,1673,1981,1579,1715,1844,2310,2150,1477,872,15181,126,39,74,6,175,3,9.6,11.5,1387,58384,7675,428,89.7,284.4,240.5,0.228974859,5814,1018,1116,1379,398,4317
34335,3987,4325,3496,4260,4266,5224,4657,2394,1726,33543,141,81,227,9,334,2,9.8,9.3,1446,88481,17951,644,136.0,284.4,240.5,0.503932555,11483,1734,1881,2436,721,8586
28601,3049,3240,3480,3575,3403,4031,3807,2312,1704,27110,1013,63,144,11,260,6,9.2,13.1,3754,53138,11185,706,81.7,284.4,240.5,0.419775011,11469,1986,2261,2748,775,7979
33976,3373,4090,4532,4258,3915,4717,4372,2872,1847,30557,2367,145,260,19,628,5,9.1,10.6,4694,48976,15590,719,75.3,284.4,240.5,0.498663536,12893,2208,2503,3132,890,9787
14717,1973,2072,1646,1785,1624,1898,1808,1082,829,14394,89,38,46,5,145,6,13.7,9.8,1373,59901,7235,289,92.1,284.4,240.5,0.216000449,5083,874,1012,1183,347,3568
50923,5856,6757,5737,5827,6123,7581,6405,4245,2392,48961,629,189,353,40,751,5,10.6,9.4,4223,61794,24014,1275,95.0,284.4,240.5,0.747393549,17568,3076,3451,4415,1243,13313
180621,24097,23324,24091,23376,21091,22321,21396,12992,7933,133171,33691,718,7461,124,5456,3,13.0,9.9,29227,56478,82552,4846,86.8,284.4,240.5,2.650962634,70240,10091,11113,15659,4357,51475
21174,2108,2504,2979,2740,2722,2811,2560,1747,1003,18671,1896,89,114,13,391,6,9.5,10.6,3327,49965,7951,505,76.8,284.4,240.5,0.310769417,8629,1420,1662,1994,562,5991
16396,1960,2067,1669,1968,1954,2372,2206,1386,814,15978,114,34,70,7,193,4,11.4,10.2,1192,67460,8067,363,103.7,284.4,240.5,0.240643022,5507,896,973,1240,363,4013
15611,1874,1942,1712,1814,1777,2098,2113,1362,919,15163,226,35,49,6,132,6,12.1,11.4,2129,47815,6907,349,73.5,284.4,240.5,0.229121629,5988,1109,1269,1515,432,4341
4212,235,413,424,379,462,716,784,507,292,3877,225,32,17,3,58,6,6.7,8.3,763,43053,1644,107,66.2,284.4,240.5,0.061819249,1774,359,390,480,136,1240
5463,621,671,578,568,615,741,857,506,306,3548,1691,41,22,3,158,6,13.8,11.5,1074,38400,1886,169,59.0,284.4,240.5,0.080180095,2358,447,496,727,192,1739
5740,592,669,593,631,616,877,892,580,290,5560,49,18,33,1,79,5,8.9,11.2,484,66319,2881,159,101.9,284.4,240.5,0.084245606,2081,375,409,523,147,1501
32106,3366,3446,4104,4384,4117,4485,4027,2493,1684,28039,3360,101,163,23,420,6,10.2,12.3,3834,53607,13572,630,82.4,284.4,240.5,0.471217668,13042,2187,2530,3100,866,9480
15763,2060,1897,1719,1817,1773,2128,2045,1294,1030,15213,128,55,141,3,223,6,12.5,11.4,2311,48152,7105,350,74.0,284.4,240.5,0.231352523,5803,1072,1182,1443,422,4124
143477,17875,17747,17842,17649,16428,18198,18700,11827,7211,118639,15775,881,3945,70,4167,3,11.8,10.2,19754,52642,68090,3757,80.9,284.4,240.5,2.105802569,54115,8778,9523,12988,3661,38584
261059,33215,33719,33229,34269,31738,36030,31364,17003,10492,169524,79804,988,3982,255,6506,2,11.8,10.4,38065,58222,120769,6423,89.5,284.4,240.5,3.831545913,98490,14351,16145,23890,6516,80594
23906,2839,2846,2760,2797,2827,3315,3159,2103,1260,22185,932,114,156,21,498,6,12.9,13.7,4692,40761,9236,643,62.6,284.4,240.5,0.350866803,9179,1778,2070,2449,708,6704
195348,22892,24851,23640,24941,23537,27109,25284,14552,8542,160478,25296,526,4122,74,4852,4,10.9,10.9,25172,62242,100443,4506,95.7,284.4,240.5,2.867109853,63122,10861,12115,15971,4656,50008
6907,619,761,708,774,927,1035,1007,669,407,6567,250,13,29,0,48,6,8.2,10.9,778,52018,3185,149,80.0,284.4,240.5,0.101373588,2789,522,569,719,201,2018
4926,529,628,484,532,629,777,669,402,276,4829,30,11,11,0,45,5,8.7,9.5,499,55198,2348,133,84.8,284.4,240.5,0.072298581,1807,326,371,451,127,1306
21741,2475,2592,2279,2369,2448,3035,3141,2134,1268,21330,80,48,73,9,201,6,11.7,11.6,2191,56509,10262,463,86.9,284.4,240.5,0.319091239,8149,1514,1673,2040,585,5762
5427,610,680,576,544,631,730,803,534,319,5250,48,13,30,4,82,3,11.0,11.8,594,52651,2424,163,80.9,284.4,240.5,0.079651725,2013,400,441,536,154,1440
44753,5038,5422,4818,4629,4868,6410,6398,4181,2989,38350,4608,129,298,19,1349,5,9.8,12.3,5555,47357,20863,1041,72.8,284.4,240.5,0.656836862,18255,3161,3387,4459,1280,13690
132328,15958,16641,14548,17051,16661,17670,16649,10423,6727,126929,1759,432,1220,42,1946,3,10.8,10.8,12465,61508,62196,3190,94.5,284.4,240.5,1.942169424,46521,7373,8252,10271,3014,33565
16841,1789,2085,1841,1907,2032,2353,2341,1567,926,16133,215,120,78,6,289,6,9.9,13.2,2902,49716,6943,480,76.4,284.4,240.5,0.247174258,6621,1217,1355,1673,478,4815
76806,9962,9812,9062,8924,8747,10144,9926,6458,3771,63124,10724,300,697,27,1934,4,12.4,12.0,14256,44638,31504,2074,68.6,284.4,240.5,1.127276652,31586,5278,6002,7602,2105,22723
11549,1450,1395,1331,1337,1249,1514,1653,955,665,11090,108,33,143,5,170,6,13.4,11.0,1645,53414,5473,255,82.1,284.4,240.5,0.16950392,4218,748,829,1018,296,2996
17032,2047,2427,2193,1901,1835,2116,2215,1407,891,15699,469,74,438,33,319,6,11.9,10.5,2069,53532,8324,367,82.3,284.4,240.5,0.249977553,6371,1059,1175,1525,430,4814
13995,1577,1685,1503,1634,1658,2064,1894,1186,794,13639,133,27,65,3,128,6,10.0,9.8,1016,66937,9335,290,102.9,284.4,240.5,0.205403702,5026,855,930,1167,338,3642
16332,2053,1983,1704,1873,1817,2221,2191,1532,958,15896,97,53,118,2,166,6,11.9,13.1,2234,50471,6563,386,77.6,284.4,240.5,0.239703699,6011,1135,1270,1533,441,4280
13665,1655,1567,1362,1627,1517,1965,1832,1258,882,13307,96,53,59,7,143,6,10.3,14.4,1637,49507,6397,288,76.1,284.4,240.5,0.200560314,5381,973,1084,1317,379,3822
55626,6456,6992,6218,5993,6544,7658,7747,4862,3156,53090,1000,262,303,14,957,5,10.4,11.1,5732,57197,27164,1302,87.9,284.4,240.5,0.816419173,20084,3532,3879,5164,1438,14939
692310,86166,104756,86082,87114,99752,98580,70384,39905,19571,549909,83988,3242,41201,361,13609,2,11.0,6.8,44038,86108,342785,14441,132.3,284.4,240.5,10.16098871,211952,29069,31598,50250,13365,173216
67056,7994,7872,7822,8937,8398,8886,8277,5891,2979,61446,3116,329,907,17,1241,4,11.0,11.8,9356,46187,30236,1637,71.0,284.4,240.5,0.984176538,24426,4106,4638,5925,1677,17976
284081,36179,36896,35589,34363,34061,38394,34718,21439,12442,227365,38708,1553,8150,157,8148,3,12.5,9.8,45006,53795,133101,8095,82.7,284.4,240.5,4.169438305,93017,16890,18791,25818,7194,71587
38463,4807,5437,4234,4533,4517,5292,4920,2731,1992,37342,263,107,300,10,441,3,10.0,10.4,2662,72247,18379,782,111.0,284.4,240.5,0.564518942,12120,1980,2119,2712,812,9144
